SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1411,Bitcoin,BTC,2017-03-09,1197.459961,1141.22998,1150.349976,1188.48999,212283008,19261188310
1412,Bitcoin,BTC,2017-03-10,1270.469971,1077.25,1189.359985,1116.719971,563795968,18100188612
1413,Bitcoin,BTC,2017-03-11,1193.829956,1116.319946,1116.319946,1175.829956,283320000,19060468862
1414,Bitcoin,BTC,2017-03-12,1226.97998,1175.359985,1176.619995,1221.380005,227176000,19801195767
1415,Bitcoin,BTC,2017-03-13,1237.369995,1217.030029,1221.780029,1231.920044,380276992,19974334865
1416,Bitcoin,BTC,2017-03-14,1244.810059,1220.719971,1232.160034,1240,245306000,20107761880
1417,Bitcoin,BTC,2017-03-15,1251.609985,1239.75,1240.160034,1249.609985,297804992,20265831337
1418,Bitcoin,BTC,2017-03-16,1257.97998,1152.439941,1251.329956,1187.810059,638568000,19265847025
1419,Bitcoin,BTC,2017-03-17,1180.160034,1099.569946,1180.160034,1100.22998,706598976,17847435957
1420,Bitcoin,BTC,2017-03-18,1114.069946,957.6550293,1099.689941,973.8179932,621302016,15798760668
1421,Bitcoin,BTC,2017-03-19,1069.910034,976.7299805,976.7299805,1036.73999,406648000,16821676707
1422,Bitcoin,BTC,2017-03-20,1063.030029,1036.680054,1037.23999,1054.22998,286529984,17107266418
1423,Bitcoin,BTC,2017-03-21,1122.430054,1055.359985,1055.359985,1120.540039,337391008,18185299687
1424,Bitcoin,BTC,2017-03-22,1120.650024,1014.210022,1120.650024,1049.140015,380840992,17028630158
1425,Bitcoin,BTC,2017-03-23,1058.01001,1028.930054,1050.050049,1038.589966,248540000,16859314109
1426,Bitcoin,BTC,2017-03-24,1040.469971,934.3579712,1038.449951,937.5200195,491038016,15220718764
1427,Bitcoin,BTC,2017-03-25,975.7609863,903.7130127,936.539978,972.7789917,435803008,15794781102
1428,Bitcoin,BTC,2017-03-26,1007.960022,954.1859741,974.0150146,966.7249756,303668000,15698465531
1429,Bitcoin,BTC,2017-03-27,1046.400024,971.9840088,972.0549927,1045.77002,372535008,16983801541
1430,Bitcoin,BTC,2017-03-28,1064.650024,1027.72998,1044.579956,1047.150024,326332000,17008241726
1431,Bitcoin,BTC,2017-03-29,1055.130005,1015.880005,1046.079956,1039.969971,298457984,16893415156
1432,Bitcoin,BTC,2017-03-30,1049.290039,1020.039978,1042.209961,1026.430054,352968992,16675587066
1433,Bitcoin,BTC,2017-03-31,1074.920044,1026.640015,1026.640015,1071.790039,447287008,17414322808
1434,Bitcoin,BTC,2017-04-01,1091.719971,1061.089966,1071.709961,1080.5,289633984,17557597716
1435,Bitcoin,BTC,2017-04-02,1107.589966,1075.449951,1080.609985,1102.170044,514187008,17911915755
1436,Bitcoin,BTC,2017-04-03,1151.73999,1102.949951,1102.949951,1143.810059,580444032,18591158323
1437,Bitcoin,BTC,2017-04-04,1156.439941,1120.52002,1145.52002,1133.25,436310016,18421262063
1438,Bitcoin,BTC,2017-04-05,1135.089966,1113.630005,1134.140015,1124.780029,414784000,18285857775
1439,Bitcoin,BTC,2017-04-06,1188.369995,1125.810059,1125.810059,1182.680054,511222016,19229356147
1440,Bitcoin,BTC,2017-04-07,1186.579956,1163.390015,1178.939941,1176.900024,317022016,19137747435
1441,Bitcoin,BTC,2017-04-08,1184.97998,1162.579956,1172.650024,1175.949951,209312000,19124327856
1442,Bitcoin,BTC,2017-04-09,1197.209961,1171.859985,1176.569946,1187.869995,242343008,19320511927
1443,Bitcoin,BTC,2017-04-10,1190.339966,1179.040039,1187.300049,1187.130005,215883008,19310642460
1444,Bitcoin,BTC,2017-04-11,1208.069946,1187.459961,1187.459961,1205.01001,216182000,19604036563
1445,Bitcoin,BTC,2017-04-12,1207.140015,1196.76001,1204.810059,1200.369995,288702016,19530680104
1446,Bitcoin,BTC,2017-04-13,1205.890015,1156.439941,1201.02002,1169.280029,351968992,19026699552
1447,Bitcoin,BTC,2017-04-14,1190.800049,1159.790039,1170.329956,1167.540039,254827008,19000400018
1448,Bitcoin,BTC,2017-04-15,1188,1164.959961,1167.300049,1172.52002,203559008,19083656460
1449,Bitcoin,BTC,2017-04-16,1187.219971,1172.609985,1172.609985,1182.939941,183231008,19255408766
1450,Bitcoin,BTC,2017-04-17,1194.900024,1172.650024,1183.25,1193.910034,253206000,19436033390
1451,Bitcoin,BTC,2017-04-18,1217.569946,1193.77002,1193.77002,1211.670044,270524000,19727334977
1452,Bitcoin,BTC,2017-04-19,1215.51001,1205.079956,1212.130005,1210.290039,288060992,19707045565
1453,Bitcoin,BTC,2017-04-20,1240.790039,1208.410034,1211.079956,1229.079956,315108000,20015137622
1454,Bitcoin,BTC,2017-04-21,1235.939941,1215.560059,1229.420044,1222.050049,272167008,19903192286
1455,Bitcoin,BTC,2017-04-22,1235.560059,1208.469971,1222.709961,1231.709961,249320000,20062753908
1456,Bitcoin,BTC,2017-04-23,1232.199951,1203.939941,1231.920044,1207.209961,258951008,19665994145
1457,Bitcoin,BTC,2017-04-24,1250.939941,1209.630005,1209.630005,1250.150024,235806000,20367443800
1458,Bitcoin,BTC,2017-04-25,1267.579956,1249.969971,1250.449951,1265.48999,242556000,20619704237
1459,Bitcoin,BTC,2017-04-26,1294.829956,1265.930054,1265.98999,1281.079956,329631008,20876159410
1460,Bitcoin,BTC,2017-04-27,1319.699951,1281.300049,1281.880005,1317.72998,449196992,21475836448
1461,Bitcoin,BTC,2017-04-28,1331.280029,1292.369995,1317.73999,1316.47998,527488992,21457669552
1462,Bitcoin,BTC,2017-04-29,1327.199951,1315.209961,1317.839966,1321.790039,422705984,21547126640
1463,Bitcoin,BTC,2017-04-30,1347.910034,1314.920044,1321.869995,1347.890015,413115008,21975104909
1464,Bitcoin,BTC,2017-05-01,1434.319946,1348.300049,1348.300049,1421.599976,713624000,23179524919
1465,Bitcoin,BTC,2017-05-02,1473.900024,1415.689941,1421.030029,1452.819946,477337984,23691443738
1466,Bitcoin,BTC,2017-05-03,1492.77002,1447.48999,1453.780029,1490.089966,583795968,24301634925
1467,Bitcoin,BTC,2017-05-04,1608.910034,1490.719971,1490.719971,1537.670044,933548992,25080858487
1468,Bitcoin,BTC,2017-05-05,1618.030029,1530.310059,1540.869995,1555.449951,946035968,25373374563
1469,Bitcoin,BTC,2017-05-06,1578.800049,1542.5,1556.810059,1578.800049,582529984,25757608890
1470,Bitcoin,BTC,2017-05-07,1596.719971,1559.76001,1579.469971,1596.709961,1080029952,26053077975
1471,Bitcoin,BTC,2017-05-08,1723.349976,1596.920044,1596.920044,1723.349976,1340320000,28123369330
1472,Bitcoin,BTC,2017-05-09,1833.48999,1716.300049,1723.890015,1755.359985,1167920000,28649119972
1473,Bitcoin,BTC,2017-05-10,1788.439941,1719.099976,1756.52002,1787.130005,915723008,29170965564
1474,Bitcoin,BTC,2017-05-11,1873.930054,1755.349976,1780.369995,1848.569946,799489984,30176934751
1475,Bitcoin,BTC,2017-05-12,1856.150024,1694.01001,1845.76001,1724.23999,740984000,28150631936
1476,Bitcoin,BTC,2017-05-13,1812.98999,1651.079956,1723.119995,1804.910034,579635008,29471223857
1477,Bitcoin,BTC,2017-05-14,1831.420044,1776.619995,1800.859985,1808.910034,437196000,29540290794
1478,Bitcoin,BTC,2017-05-15,1812.800049,1708.540039,1808.439941,1738.430054,731529024,28392885375
1479,Bitcoin,BTC,2017-05-16,1785.939941,1686.540039,1741.699951,1734.449951,959044992,28330874003
1480,Bitcoin,BTC,2017-05-17,1864.050049,1661.910034,1726.72998,1839.089966,1064729984,30043626195
1481,Bitcoin,BTC,2017-05-18,1904.47998,1807.119995,1818.699951,1888.650024,894321024,30856574835
1482,Bitcoin,BTC,2017-05-19,2004.52002,1890.25,1897.369995,1987.709961,1157289984,32479082015
1483,Bitcoin,BTC,2017-05-20,2084.72998,1974.920044,1984.23999,2084.72998,961336000,34068630559
1484,Bitcoin,BTC,2017-05-21,2119.080078,2037.5,2067.030029,2041.199951,1147859968,33361091114
1485,Bitcoin,BTC,2017-05-22,2303.899902,2017.869995,2043.189941,2173.399902,1942220032,35525744380
1486,Bitcoin,BTC,2017-05-23,2320.820068,2178.5,2191.560059,2320.419922,1378749952,37933704066
1487,Bitcoin,BTC,2017-05-24,2523.719971,2321.370117,2321.370117,2443.639893,1725379968,39952841999
1488,Bitcoin,BTC,2017-05-25,2763.709961,2285.300049,2446.23999,2304.97998,2406700032,37690456715
1489,Bitcoin,BTC,2017-05-26,2573.790039,2071.98999,2320.889893,2202.419922,1763480064,36017660894
1490,Bitcoin,BTC,2017-05-27,2260.199951,1855.829956,2196.27002,2038.869995,1700480000,33347170525
1491,Bitcoin,BTC,2017-05-28,2267.340088,2054.080078,2054.080078,2155.800049,1147139968,35264171110
1492,Bitcoin,BTC,2017-05-29,2307.050049,2107.169922,2159.429932,2255.610107,994625024,36901102917
1493,Bitcoin,BTC,2017-05-30,2301.959961,2124.570068,2255.360107,2175.469971,1443970048,35594903085
1494,Bitcoin,BTC,2017-05-31,2311.080078,2145.570068,2187.189941,2286.409912,1544829952,37414813240
1495,Bitcoin,BTC,2017-06-01,2448.389893,2288.330078,2288.330078,2407.879883,1653180032,39407633763
1496,Bitcoin,BTC,2017-06-02,2488.550049,2373.320068,2404.030029,2488.550049,1317030016,40732491835
1497,Bitcoin,BTC,2017-06-03,2581.909912,2423.570068,2493.719971,2515.350098,1514950016,41177190057
1498,Bitcoin,BTC,2017-06-04,2585.889893,2452.540039,2547.790039,2511.810059,1355120000,41124262595
1499,Bitcoin,BTC,2017-06-05,2686.810059,2510.219971,2512.399902,2686.810059,1369309952,43994968834
1500,Bitcoin,BTC,2017-06-06,2999.909912,2690.840088,2690.840088,2863.199951,2089609984,46888622160
1501,Bitcoin,BTC,2017-06-07,2869.379883,2700.560059,2869.379883,2732.159912,1517709952,44748237218
1502,Bitcoin,BTC,2017-06-08,2815.300049,2670.949951,2720.48999,2805.620117,1281170048,45957247989
1503,Bitcoin,BTC,2017-06-09,2901.709961,2795.620117,2807.439941,2823.810059,1348950016,46260465854
1504,Bitcoin,BTC,2017-06-10,2950.98999,2746.550049,2828.139893,2947.709961,2018889984,48295501718
1505,Bitcoin,BTC,2017-06-11,2996.600098,2840.530029,2942.409912,2958.110107,1752400000,48471330146
1506,Bitcoin,BTC,2017-06-12,2997.26001,2518.560059,2953.219971,2659.629883,2569530112,43585351533
1507,Bitcoin,BTC,2017-06-13,2789.040039,2650.379883,2680.909912,2717.02002,1781200000,44530631894
1508,Bitcoin,BTC,2017-06-14,2786.830078,2412.939941,2716.879883,2506.370117,1696560000,41082567339
1509,Bitcoin,BTC,2017-06-15,2534.709961,2212.959961,2499.580078,2464.580078,2026259968,40402259202
1510,Bitcoin,BTC,2017-06-16,2539.919922,2385.149902,2469.570068,2518.560059,1195190016,41291821423
1511,Bitcoin,BTC,2017-06-17,2685.189941,2484.959961,2514.01001,2655.879883,1534509952,43548031452
1512,Bitcoin,BTC,2017-06-18,2662.100098,2516.330078,2655.350098,2548.290039,1178659968,41788418974
1513,Bitcoin,BTC,2017-06-19,2662.850098,2549.030029,2549.030029,2589.600098,1446840064,42470734800
1514,Bitcoin,BTC,2017-06-20,2763.449951,2589.820068,2591.26001,2721.790039,1854189952,44643512689
1515,Bitcoin,BTC,2017-06-21,2772.01001,2660.399902,2709.429932,2689.100098,1626579968,44111929173
1516,Bitcoin,BTC,2017-06-22,2723.73999,2642.360107,2691.030029,2705.409912,1097939968,44384244937
1517,Bitcoin,BTC,2017-06-23,2765.169922,2706.370117,2707.340088,2744.909912,961318976,45037797053
1518,Bitcoin,BTC,2017-06-24,2757.939941,2583.189941,2738.52002,2608.719971,982750016,42807952581
1519,Bitcoin,BTC,2017-06-25,2682.26001,2552.120117,2607.25,2589.409912,1161100032,42495001716
1520,Bitcoin,BTC,2017-06-26,2615.25,2376.290039,2590.570068,2478.449951,1663280000,40677994354
1521,Bitcoin,BTC,2017-06-27,2552.449951,2332.98999,2478.449951,2552.449951,1489789952,41897190525
1522,Bitcoin,BTC,2017-06-28,2603.97998,2484.419922,2553.030029,2574.790039,1183869952,42268942193
1523,Bitcoin,BTC,2017-06-29,2588.830078,2510.47998,2567.560059,2539.320068,949979008,41690395783
1524,Bitcoin,BTC,2017-06-30,2559.25,2478.429932,2539.23999,2480.840088,860273024,40735082695
1525,Bitcoin,BTC,2017-07-01,2515.27002,2419.22998,2492.600098,2434.550049,779913984,39980058373
1526,Bitcoin,BTC,2017-07-02,2514.280029,2394.840088,2436.399902,2506.469971,803747008,41167015221
1527,Bitcoin,BTC,2017-07-03,2595,2480.469971,2498.560059,2564.060059,964112000,42118211083
1528,Bitcoin,BTC,2017-07-04,2631.590088,2559.350098,2561,2601.639893,985516032,42740618673
1529,Bitcoin,BTC,2017-07-05,2622.649902,2538.550049,2602.870117,2601.98999,941566016,42751085999
1530,Bitcoin,BTC,2017-07-06,2616.719971,2581.689941,2608.100098,2608.560059,761956992,42863758795
1531,Bitcoin,BTC,2017-07-07,2916.139893,2498.870117,2608.590088,2518.659912,917411968,41391217675
1532,Bitcoin,BTC,2017-07-08,2571.340088,2492.310059,2520.27002,2571.340088,733329984,42262222823
1533,Bitcoin,BTC,2017-07-09,2635.48999,2517.590088,2572.610107,2518.439941,527856000,41397076604
1534,Bitcoin,BTC,2017-07-10,2537.159912,2321.129883,2525.25,2372.560059,1111200000,39005033499
1535,Bitcoin,BTC,2017-07-11,2413.469971,2296.810059,2385.889893,2337.790039,1329760000,38438497236
1536,Bitcoin,BTC,2017-07-12,2423.709961,2275.139893,2332.77002,2398.840088,1117410048,39447604438
1537,Bitcoin,BTC,2017-07-13,2425.219971,2340.830078,2402.699951,2357.899902,835769984,38778935907
1538,Bitcoin,BTC,2017-07-14,2363.25,2183.219971,2360.590088,2233.340088,882502976,36734255488
1539,Bitcoin,BTC,2017-07-15,2231.139893,1990.410034,2230.120117,1998.859985,993608000,32880721300
1540,Bitcoin,BTC,2017-07-16,2058.77002,1843.030029,1991.97998,1929.819946,1182870016,31748939343
1541,Bitcoin,BTC,2017-07-17,2230.48999,1932.619995,1932.619995,2228.409912,1201760000,36665393517
1542,Bitcoin,BTC,2017-07-18,2387.610107,2164.77002,2233.52002,2318.879883,1512450048,38158677672
1543,Bitcoin,BTC,2017-07-19,2397.169922,2260.22998,2323.080078,2273.429932,1245100032,37415031061
1544,Bitcoin,BTC,2017-07-20,2900.699951,2269.889893,2269.889893,2817.600098,2249260032,46376428080
1545,Bitcoin,BTC,2017-07-21,2838.409912,2621.850098,2838.409912,2667.76001,1489449984,43915296559
1546,Bitcoin,BTC,2017-07-22,2862.419922,2657.709961,2668.629883,2810.120117,1177129984,46264340367
1547,Bitcoin,BTC,2017-07-23,2832.179932,2653.939941,2808.100098,2730.399902,1072840000,44957775265
