SNo,Name,Symbol,Month,Day,Year,High,Low,Open,Close,Volume,Marketcap
999,Litecoin,LTC,1,22,2016,3.24319005,3.048919916,3.231050014,3.076570034,3589150,135880630.5
1000,Litecoin,LTC,1,23,2016,3.147569895,3.07814002,3.082030058,3.103480101,2384900,137112128.1
1001,Litecoin,LTC,1,24,2016,3.208240032,3.099790096,3.113509893,3.180999994,1806510,140583334.3
1002,Litecoin,LTC,1,25,2016,3.187949896,3.105050087,3.187949896,3.127279997,1940070,138255166.2
1003,Litecoin,LTC,1,26,2016,3.17118001,3.123320103,3.125370026,3.154819965,2926650,139521750.4
1004,Litecoin,LTC,1,27,2016,3.320189953,3.15651989,3.159349918,3.287450075,5341690,145437274.5
1005,Litecoin,LTC,1,28,2016,3.300339937,3.11213994,3.292860031,3.120160103,3075380,138078852.4
1006,Litecoin,LTC,1,29,2016,3.13973999,3.06114006,3.138400078,3.1113801,2555880,137730285.5
1007,Litecoin,LTC,1,30,2016,3.123820066,3.075119972,3.118129969,3.080800056,1298980,136414737
1008,Litecoin,LTC,1,31,2016,3.113869905,3.043659925,3.096930027,3.052160025,1450600,135182678.3
1009,Litecoin,LTC,2,1,2016,3.102030039,3.05749011,3.073430061,3.07723999,1502430,136343189.6
1010,Litecoin,LTC,2,2,2016,3.096479893,3.069509983,3.088010073,3.075870037,1279650,136331472.3
1011,Litecoin,LTC,2,3,2016,3.088890076,3.037909985,3.086390018,3.047529936,1406560,135123740.9
1012,Litecoin,LTC,2,4,2016,3.18227005,3.056109905,3.057529926,3.162770033,2059350,140277540.8
1013,Litecoin,LTC,2,5,2016,3.171509981,3.135750055,3.171509981,3.137409925,1211900,139198718.1
1014,Litecoin,LTC,2,6,2016,3.154269934,3.077349901,3.149970055,3.098999977,1394670,137541206.3
1015,Litecoin,LTC,2,7,2016,3.125829935,3.079139948,3.109600067,3.085959911,1168970,137008440
1016,Litecoin,LTC,2,8,2016,3.107310057,3.056580067,3.09190011,3.062160015,964279,135996337.6
1017,Litecoin,LTC,2,9,2016,3.082230091,3.050940037,3.076080084,3.081549883,1197280,136900626
1018,Litecoin,LTC,2,10,2016,3.133490086,3.077450037,3.088979959,3.095249891,1358800,137549499
1019,Litecoin,LTC,2,11,2016,3.125649929,3.070760012,3.11213994,3.075619936,1263660,136722154
1020,Litecoin,LTC,2,12,2016,3.1161201,3.082859993,3.092240095,3.11187005,1041630,138377004.9
1021,Litecoin,LTC,2,13,2016,3.140510082,3.114049911,3.118119955,3.129689932,1313500,139212761.6
1022,Litecoin,LTC,2,14,2016,3.213069916,3.147730112,3.147730112,3.210589886,1924190,142857613.6
1023,Litecoin,LTC,2,15,2016,3.252979994,3.1707201,3.232039928,3.182509899,1521240,141654637.5
1024,Litecoin,LTC,2,16,2016,3.224519968,3.179539919,3.202270031,3.209009886,1479430,142883821.3
1025,Litecoin,LTC,2,17,2016,3.264869928,3.201639891,3.227309942,3.241029978,1857460,144357019.3
1026,Litecoin,LTC,2,18,2016,3.273550034,3.230259895,3.245199919,3.251430035,1422270,144864866.2
1027,Litecoin,LTC,2,19,2016,3.272569895,3.230540037,3.260449886,3.252789974,1780240,144969128.6
1028,Litecoin,LTC,2,20,2016,3.501719952,3.26064992,3.268110037,3.457989931,3677250,154161952.8
1029,Litecoin,LTC,2,21,2016,3.583640099,3.40012002,3.459969997,3.464270115,3518950,154494927.2
1030,Litecoin,LTC,2,22,2016,3.512629986,3.432410002,3.465919971,3.483629942,2066780,155408221.8
1031,Litecoin,LTC,2,23,2016,3.524699926,3.380359888,3.488810062,3.396929979,2416790,151588514.6
1032,Litecoin,LTC,2,24,2016,3.424819946,3.324229956,3.403270006,3.374870062,1909510,150654791.2
1033,Litecoin,LTC,2,25,2016,3.399820089,3.333640099,3.386110067,3.36552,1556360,150285616.6
1034,Litecoin,LTC,2,26,2016,3.416790009,3.324229956,3.369489908,3.416790009,1849390,152624340.1
1035,Litecoin,LTC,2,27,2016,3.44904995,3.392770052,3.428809881,3.412879944,731107,152504034.7
1036,Litecoin,LTC,2,28,2016,3.468980074,3.357909918,3.414160013,3.441859961,986849,153848564.5
1037,Litecoin,LTC,2,29,2016,3.489749908,3.420490026,3.441200018,3.44611001,1431670,154086523.4
1038,Litecoin,LTC,3,1,2016,3.454289913,3.410130024,3.448349953,3.432970047,1133580,153541990.2
1039,Litecoin,LTC,3,2,2016,3.440490007,3.365020037,3.434360027,3.365020037,1469810,150550493.8
1040,Litecoin,LTC,3,3,2016,3.363739967,3.305259943,3.363739967,3.323529959,1812040,148741680.8
1041,Litecoin,LTC,3,4,2016,3.348730087,3.247509956,3.321500063,3.250230074,1459960,145508900.5
1042,Litecoin,LTC,3,5,2016,3.251859903,3.132970095,3.251719952,3.192159891,1689010,142955542.3
1043,Litecoin,LTC,3,6,2016,3.253639936,3.174289942,3.191489935,3.221649885,1010650,144323560.9
1044,Litecoin,LTC,3,7,2016,3.27263999,3.20126009,3.221620083,3.267750025,1057270,146439563.4
1045,Litecoin,LTC,3,8,2016,3.275640011,3.226840019,3.271409988,3.254220009,918434,145878062.6
1046,Litecoin,LTC,3,9,2016,3.298939943,3.239330053,3.250550032,3.279850006,1247320,147072987.5
1047,Litecoin,LTC,3,10,2016,3.291520119,3.251329899,3.277909994,3.287549973,898376,147465689
1048,Litecoin,LTC,3,11,2016,3.404059887,3.286010027,3.286319971,3.38470006,1804450,151865738.8
1049,Litecoin,LTC,3,12,2016,3.39192009,3.274970055,3.391129971,3.290179968,1076560,147670027
1050,Litecoin,LTC,3,13,2016,3.324379921,3.284039974,3.289419889,3.307399988,1140930,148492589.6
1051,Litecoin,LTC,3,14,2016,3.327899933,3.290750027,3.309089899,3.303519964,670283,148364555.6
1052,Litecoin,LTC,3,15,2016,3.327280045,3.287039995,3.30328989,3.305779934,747107,148514732.2
1053,Litecoin,LTC,3,16,2016,3.317990065,3.295340061,3.307110071,3.309390068,692940,148726141.4
1054,Litecoin,LTC,3,17,2016,3.324749947,3.295350075,3.311359882,3.307389975,1038460,148686780.5
1055,Litecoin,LTC,3,18,2016,3.307149887,3.15282011,3.307149887,3.169810057,1502010,142551747.9
1056,Litecoin,LTC,3,19,2016,3.194679976,3.159610033,3.170779943,3.178250074,617579,142981207.6
1057,Litecoin,LTC,3,20,2016,3.21036005,3.178240061,3.181529999,3.205549955,926158,144255203
1058,Litecoin,LTC,3,21,2016,3.20675993,3.188030005,3.205189943,3.200910091,507480,144097529.7
1059,Litecoin,LTC,3,22,2016,3.240060091,3.198040009,3.200040102,3.234719992,1265140,145667370.3
1060,Litecoin,LTC,3,23,2016,3.254179955,3.221600056,3.233839989,3.242799997,1703040,146080442
1061,Litecoin,LTC,3,24,2016,3.25109005,3.216389894,3.245019913,3.224699974,1394180,145309419.6
1062,Litecoin,LTC,3,25,2016,3.236999989,3.214299917,3.227839947,3.229069948,1200290,145548073.5
1063,Litecoin,LTC,3,26,2016,3.238970041,3.212599993,3.227720022,3.230570078,1117430,145662124.4
1064,Litecoin,LTC,3,27,2016,3.32494998,3.225090027,3.231820107,3.303600073,2089890,149001613.8
1065,Litecoin,LTC,3,28,2016,3.302910089,3.256819963,3.302910089,3.26406002,1427140,147265577.9
1066,Litecoin,LTC,3,29,2016,3.282999992,3.196290016,3.261759996,3.226330042,1764730,145609600
1067,Litecoin,LTC,3,30,2016,3.277019978,3.203010082,3.22665,3.219409943,1450290,145343004.6
1068,Litecoin,LTC,3,31,2016,3.266479969,3.221839905,3.22548008,3.257070065,1704440,147087412
1069,Litecoin,LTC,4,1,2016,3.25515008,3.231129885,3.24574995,3.239949942,1316230,146360613.9
1070,Litecoin,LTC,4,2,2016,3.275739908,3.244859934,3.245899916,3.262109995,1174830,147408311.9
1071,Litecoin,LTC,4,3,2016,3.274699926,3.246799946,3.261450052,3.262680054,1281200,147483988.1
1072,Litecoin,LTC,4,4,2016,3.268419981,3.222029924,3.261300087,3.250590086,1188610,146984044.6
1073,Litecoin,LTC,4,5,2016,3.271080017,3.241440058,3.246040106,3.251650095,863788,147078961.6
1074,Litecoin,LTC,4,6,2016,3.263600111,3.242749929,3.258519888,3.255929947,1088910,147322045.1
1075,Litecoin,LTC,4,7,2016,3.260890007,3.227780104,3.257009983,3.245320082,1150280,146888054.8
1076,Litecoin,LTC,4,8,2016,3.253979921,3.214400053,3.241909981,3.220269918,1352320,145793622
1077,Litecoin,LTC,4,9,2016,3.226150036,3.198169947,3.224020004,3.216200113,1224580,145650686.1
1078,Litecoin,LTC,4,10,2016,3.252360106,3.211679935,3.221859932,3.226989985,1417490,146184990.2
1079,Litecoin,LTC,4,11,2016,3.243789911,3.213850021,3.227449894,3.241770029,1061060,146900568.1
1080,Litecoin,LTC,4,12,2016,3.276789904,3.231450081,3.240139961,3.257319927,1305310,147655947.9
1081,Litecoin,LTC,4,13,2016,3.270580053,3.236030102,3.262949944,3.238859892,1295720,146862628.6
1082,Litecoin,LTC,4,14,2016,3.255820036,3.233760118,3.245739937,3.239609957,1190770,146942396
1083,Litecoin,LTC,4,15,2016,3.284759998,3.241529942,3.243210077,3.278830051,1404400,148766668.6
1084,Litecoin,LTC,4,16,2016,3.294059992,3.268270016,3.279850006,3.273819923,1155850,148581587.8
1085,Litecoin,LTC,4,17,2016,3.283750057,3.251470089,3.280050039,3.257770061,1211900,147898852.3
1086,Litecoin,LTC,4,18,2016,3.271019936,3.239180088,3.260370016,3.240390062,1317730,147159156.1
1087,Litecoin,LTC,4,19,2016,3.292949915,3.242500067,3.248899937,3.285170078,1333410,149242320.1
1088,Litecoin,LTC,4,20,2016,3.294729948,3.266619921,3.291749954,3.278379917,1638920,148983032.2
1089,Litecoin,LTC,4,21,2016,3.351759911,3.273469925,3.280930042,3.346400023,1688230,152119483.7
1090,Litecoin,LTC,4,22,2016,3.348089933,3.30685997,3.346790075,3.319269896,1569850,150927957.5
1091,Litecoin,LTC,4,23,2016,3.339720011,3.305259943,3.320780039,3.334470034,1383790,151665120.6
1092,Litecoin,LTC,4,24,2016,3.645349979,3.346359968,3.346359968,3.631829977,4502460,165243093.7
1093,Litecoin,LTC,4,25,2016,3.874239922,3.550760031,3.622859955,3.811719894,6605750,173490344.8
1094,Litecoin,LTC,4,26,2016,4.114480019,3.786380053,3.795589924,4.045800209,6717450,184202446.5
1095,Litecoin,LTC,4,27,2016,4.229929924,3.868930101,4.04861021,3.889709949,9435190,177156360.1
1096,Litecoin,LTC,4,28,2016,3.879440069,3.686310053,3.878859997,3.788500071,3952590,172599518.1
1097,Litecoin,LTC,4,29,2016,3.846849918,3.723500013,3.792069912,3.813600063,2467080,173795576.3
1098,Litecoin,LTC,4,30,2016,3.815049887,3.643850088,3.8134799,3.659749985,2502180,166838033.8
1099,Litecoin,LTC,5,1,2016,3.720449924,3.643110037,3.657500029,3.705199957,1911590,168960180.9
1100,Litecoin,LTC,5,2,2016,3.781359911,3.638679981,3.708709955,3.680310011,2667410,167873296.4
1101,Litecoin,LTC,5,3,2016,3.758759975,3.662389994,3.682110071,3.740910053,2363200,170686504.8
1102,Litecoin,LTC,5,4,2016,3.779759884,3.73112011,3.741839886,3.746789932,1716110,171003780.8
1103,Litecoin,LTC,5,5,2016,3.764019966,3.706880093,3.741810083,3.713850021,1702120,169555640.2
1104,Litecoin,LTC,5,6,2016,3.822109938,3.70600009,3.716130018,3.822109938,1899060,174553761.4
1105,Litecoin,LTC,5,7,2016,4.003439903,3.819519997,3.819519997,3.953449965,3278610,180613960.7
1106,Litecoin,LTC,5,8,2016,3.944109917,3.886199951,3.93640995,3.938139915,1783970,179970541.1
1107,Litecoin,LTC,5,9,2016,4.083380222,3.898629904,3.937629938,4.056429863,3120940,185430676.4
1108,Litecoin,LTC,5,10,2016,4.11563015,3.798379898,4.057970047,3.819149971,3688200,174641236.2
1109,Litecoin,LTC,5,11,2016,3.91376996,3.814440012,3.820329905,3.882270098,2458140,177585322.2
1110,Litecoin,LTC,5,12,2016,3.896719933,3.796350002,3.881340027,3.856800079,1798920,176471070.2
1111,Litecoin,LTC,5,13,2016,3.961669922,3.828789949,3.855269909,3.925679922,2624100,179678966.9
1112,Litecoin,LTC,5,14,2016,4.045179844,3.920239925,3.927279949,4.010119915,2444920,183599238.3
1113,Litecoin,LTC,5,15,2016,4.102009773,3.966540098,4.014090061,4.063119888,2096570,186088259.5
1114,Litecoin,LTC,5,16,2016,4.162769794,3.979690075,4.063079834,4.006529808,3632510,183559577.1
1115,Litecoin,LTC,5,17,2016,4.034969807,3.974400043,4.003640175,3.983129978,2663640,182548346
1116,Litecoin,LTC,5,18,2016,4.042840004,3.97510004,3.979799986,4.003220081,2377740,183530327.6
1117,Litecoin,LTC,5,19,2016,4.034379959,3.833389997,4.002439976,3.833389997,3380010,175796778
1118,Litecoin,LTC,5,20,2016,3.918869972,3.817889929,3.824929953,3.881010056,3638250,178034546.3
1119,Litecoin,LTC,5,21,2016,3.973419905,3.878580093,3.883519888,3.954489946,1938010,181461170
1120,Litecoin,LTC,5,22,2016,3.986670017,3.904649973,3.956589937,3.929699898,1849720,180377458.8
1121,Litecoin,LTC,5,23,2016,3.97307992,3.899460077,3.922930002,3.968189955,1868020,182201134.8
1122,Litecoin,LTC,5,24,2016,3.984600067,3.938869953,3.963880062,3.951410055,1742000,181491031.7
1123,Litecoin,LTC,5,25,2016,4.045660019,3.947570086,3.950809956,4.045660019,2765530,185880078.4
1124,Litecoin,LTC,5,26,2016,4.10450983,4.026869774,4.045259953,4.08246994,2530850,187628590.7
1125,Litecoin,LTC,5,27,2016,4.683269978,4.087259769,4.089419842,4.501329899,10821100,206943475.3
1126,Litecoin,LTC,5,28,2016,4.833300114,4.506529808,4.510950089,4.700679779,11564700,216179930.3
1127,Litecoin,LTC,5,29,2016,4.864990234,4.579669952,4.688729763,4.609620094,7351420,212056238.8
1128,Litecoin,LTC,5,30,2016,4.702750206,4.585070133,4.632639885,4.670869827,3805050,214927636.1
1129,Litecoin,LTC,5,31,2016,4.749440193,4.604790211,4.687600136,4.650390148,5187600,214037925.3
1130,Litecoin,LTC,6,1,2016,4.773310184,4.621039867,4.653289795,4.740990162,4577160,218259776.7
1131,Litecoin,LTC,6,2,2016,4.75948,4.679560184,4.744649887,4.71505022,2121360,217123932.1
1132,Litecoin,LTC,6,3,2016,4.865719795,4.705560207,4.719580173,4.86097002,4061990,223913540.1
1133,Litecoin,LTC,6,4,2016,4.902470112,4.770219803,4.863190174,4.808040142,3214800,221548598.7
1134,Litecoin,LTC,6,5,2016,4.842589855,4.786220074,4.798429966,4.81291008,2257820,221840383.1
1135,Litecoin,LTC,6,6,2016,4.966469765,4.810359955,4.814459801,4.959159851,2993510,228662162
1136,Litecoin,LTC,6,7,2016,4.980209827,4.722499847,4.954820156,4.770780087,3881380,220048177.7
1137,Litecoin,LTC,6,8,2016,4.786930084,4.689620018,4.774290085,4.748169899,3507640,219076889.3
1138,Litecoin,LTC,6,9,2016,4.77933979,4.674779892,4.777880192,4.693120003,6438540,216606383.1
1139,Litecoin,LTC,6,10,2016,4.849520206,4.713150024,4.751999855,4.840000153,6975970,223452157.4
1140,Litecoin,LTC,6,11,2016,5.013979912,4.840370178,4.882339954,5.013979912,10294700,231560017.2
1141,Litecoin,LTC,6,12,2016,5.455440044,5.046589851,5.067299843,5.333580017,13753200,246401134.8
1142,Litecoin,LTC,6,13,2016,5.541530132,5.158629894,5.414649963,5.29031992,8668280,244477993.1
1143,Litecoin,LTC,6,14,2016,5.306930065,5.097360134,5.305180073,5.204020023,8488220,240563636.4
1144,Litecoin,LTC,6,15,2016,5.242030144,5.108729839,5.223100185,5.239779949,3917000,242293065.8
1145,Litecoin,LTC,6,16,2016,5.660789967,5.25304985,5.25304985,5.660789967,9930590,261843668.8
1146,Litecoin,LTC,6,17,2016,5.946370125,5.280940056,5.672430038,5.593269825,12383200,258801588
1147,Litecoin,LTC,6,18,2016,5.693990231,5.488939762,5.603990078,5.559949875,7878070,257349380.9
1148,Litecoin,LTC,6,19,2016,5.626460075,5.507410049,5.560369968,5.593780041,3760240,259003907.1
1149,Litecoin,LTC,6,20,2016,5.625189781,5.269199848,5.625189781,5.294539928,4154880,245221788.2
1150,Litecoin,LTC,6,21,2016,5.286459923,4.695819855,5.273550034,4.821750164,11984800,223395058.1
1151,Litecoin,LTC,6,22,2016,4.919020176,3.88086009,4.827529907,3.910700083,11522400,181241689.2
1152,Litecoin,LTC,6,23,2016,3.946290016,3.466069937,3.918139935,3.850509882,11138900,178501561.8
1153,Litecoin,LTC,6,24,2016,4.329410076,3.847189903,3.851830006,4.279099941,9364750,198430109.1
1154,Litecoin,LTC,6,25,2016,4.435709953,3.924839973,4.274600029,4.233069897,6057000,196352028.2
1155,Litecoin,LTC,6,26,2016,4.243010044,3.971560001,4.243010044,4.074309826,4480920,189041380.5
1156,Litecoin,LTC,6,27,2016,4.155020237,4.028349876,4.051529884,4.119850159,2749620,191220280.3
1157,Litecoin,LTC,6,28,2016,4.182620049,4.06678009,4.137750149,4.100659847,2867420,190391815.9
1158,Litecoin,LTC,6,29,2016,4.101689816,4.030139923,4.101689816,4.061880112,2211450,188651393.6
1159,Litecoin,LTC,6,30,2016,4.210440159,4.044710159,4.07738018,4.193500042,2864910,194823947.2
1160,Litecoin,LTC,7,1,2016,4.333940029,4.176020145,4.193490028,4.255970001,6987180,197787392.7
1161,Litecoin,LTC,7,2,2016,4.607759953,4.240990162,4.277770042,4.589920044,16646200,213377826.9
1162,Litecoin,LTC,7,3,2016,4.660930157,4.185369968,4.660930157,4.253290176,7659710,197792783.2
1163,Litecoin,LTC,7,4,2016,4.540559769,4.213719845,4.272689819,4.540559769,5062640,211223465.1
1164,Litecoin,LTC,7,5,2016,4.557789803,4.357450008,4.557789803,4.452280045,4707390,207183863.4
1165,Litecoin,LTC,7,6,2016,4.507380009,4.421909809,4.464459896,4.468220234,3238960,207987170.4
1166,Litecoin,LTC,7,7,2016,4.526150227,3.953989983,4.496560097,4.111879826,6277860,191449458.7
1167,Litecoin,LTC,7,8,2016,4.226210117,4.07517004,4.115670204,4.219910145,5033530,196522598.1
1168,Litecoin,LTC,7,9,2016,4.237390041,3.970789909,4.237390041,4.163070202,6256370,193929348.3
1169,Litecoin,LTC,7,10,2016,4.150269985,4.063260078,4.12157011,4.099830151,3039620,191042870.8
1170,Litecoin,LTC,7,11,2016,4.191050053,4.061299801,4.121180058,4.085440159,3282920,190439126.1
1171,Litecoin,LTC,7,12,2016,4.211740017,4.088129997,4.092189789,4.153279781,2734250,193673590.1
1172,Litecoin,LTC,7,13,2016,4.181739807,4.133409977,4.162829876,4.138549805,2215370,193052821.8
1173,Litecoin,LTC,7,14,2016,4.175350189,4.123569965,4.140979767,4.148459911,1663660,193579191.8
1174,Litecoin,LTC,7,15,2016,4.180840015,4.147160053,4.154459953,4.159770012,1668020,194164042
1175,Litecoin,LTC,7,16,2016,4.164800167,4.114449978,4.152709961,4.132669926,1378140,192963678.4
1176,Litecoin,LTC,7,17,2016,4.208640099,4.130770206,4.137720108,4.189889908,2155230,195701085.7
1177,Litecoin,LTC,7,18,2016,4.204440117,4.13835001,4.199389935,4.148220062,1577810,193816056.2
1178,Litecoin,LTC,7,19,2016,4.166009903,4.138460159,4.152750015,4.149159908,1563330,193918893.6
1179,Litecoin,LTC,7,20,2016,4.16286993,4.112480164,4.149990082,4.125060081,1908710,192847706.9
1180,Litecoin,LTC,7,21,2016,4.139289856,4.111690044,4.133190155,4.120230198,1422410,192676805.1
1181,Litecoin,LTC,7,22,2016,4.141990185,4.02617979,4.125780106,4.038290024,2677970,188900219
1182,Litecoin,LTC,7,23,2016,4.064070225,4.030469894,4.042600155,4.05700016,1568890,189829177.2
1183,Litecoin,LTC,7,24,2016,4.084080219,4.03786993,4.06374979,4.070670128,1839420,190529253.1
1184,Litecoin,LTC,7,25,2016,4.075699806,4.030449867,4.072619915,4.032040119,1535980,188779323.5
1185,Litecoin,LTC,7,26,2016,4.046060085,3.930989981,4.03718996,3.970240116,2545920,185941343.7
1186,Litecoin,LTC,7,27,2016,3.98635006,3.934710026,3.96491003,3.95588994,1847300,185328221.7
1187,Litecoin,LTC,7,28,2016,3.989530087,3.963880062,3.965759993,3.967740059,1728410,185939720.5
1188,Litecoin,LTC,7,29,2016,4.096099854,3.958179951,3.974790096,4.077439785,1744370,191144492.2
1189,Litecoin,LTC,7,30,2016,4.09431982,4.059669971,4.082660198,4.061810017,1388580,190468950.4
1190,Litecoin,LTC,7,31,2016,4.083759785,3.970249891,4.07957983,4.013820171,1921460,188282593.6
1191,Litecoin,LTC,8,1,2016,4.06291008,3.86342001,4.06291008,3.86342001,1991690,181284625.3
1192,Litecoin,LTC,8,2,2016,3.887690067,3.519129992,3.871690035,3.639580011,5039290,170835349.4
1193,Litecoin,LTC,8,3,2016,3.736479998,3.591769934,3.639430046,3.719229937,2875880,174629765.8
1194,Litecoin,LTC,8,4,2016,3.7525599,3.707420111,3.711970091,3.748450041,1593350,176057496.7
1195,Litecoin,LTC,8,5,2016,3.742010117,3.699110031,3.742010117,3.729039907,1162030,175202900.5
1196,Litecoin,LTC,8,6,2016,3.770940065,3.695169926,3.721159935,3.760179996,1371060,176719451.5
1197,Litecoin,LTC,8,7,2016,3.81001997,3.745970011,3.758680105,3.780319929,1335400,177717112.1
1198,Litecoin,LTC,8,8,2016,3.797810078,3.747809887,3.774509907,3.785510063,1379300,178015043.4
1199,Litecoin,LTC,8,9,2016,3.784849882,3.742340088,3.782840014,3.759749889,1878160,176860441.8
1200,Litecoin,LTC,8,10,2016,3.807339907,3.719500065,3.761759996,3.722419977,1656370,175156255.5
1201,Litecoin,LTC,8,11,2016,3.747349977,3.640160084,3.717410088,3.742170095,2374230,176141057.6
1202,Litecoin,LTC,8,12,2016,3.750390053,3.685470104,3.738460064,3.709350109,2025430,174651700.3
1203,Litecoin,LTC,8,13,2016,3.754600048,3.684149981,3.708669901,3.714410067,2473190,174946591
1204,Litecoin,LTC,8,14,2016,3.722460032,3.612570047,3.715709925,3.650209904,2655030,171973545.6
1205,Litecoin,LTC,8,15,2016,3.682470083,3.569780111,3.648289919,3.577080011,3314040,168576527.8
1206,Litecoin,LTC,8,16,2016,3.647929907,3.581949949,3.585030079,3.637720108,2302180,171483591.3
1207,Litecoin,LTC,8,17,2016,3.64873004,3.592910051,3.645109892,3.599440098,1830120,169725129.5
1208,Litecoin,LTC,8,18,2016,3.641570091,3.602799892,3.602799892,3.607120037,1645410,170136593.5
1209,Litecoin,LTC,8,19,2016,3.624650002,3.59875989,3.610980034,3.604089975,1433570,170051073
1210,Litecoin,LTC,8,20,2016,3.626339912,3.599590063,3.60800004,3.615560055,1642330,170646854.7
1211,Litecoin,LTC,8,21,2016,3.626539946,3.603460073,3.619410038,3.615070105,1321380,170678857.5
1212,Litecoin,LTC,8,22,2016,3.66208005,3.604520082,3.617419958,3.657259941,2685030,172727376.6
1213,Litecoin,LTC,8,23,2016,4.005169868,3.65989995,3.664419889,3.930730104,12154100,185700968.1
1214,Litecoin,LTC,8,24,2016,3.9479599,3.839920044,3.928809881,3.855050087,4425210,182180234.5
1215,Litecoin,LTC,8,25,2016,3.871210098,3.776770115,3.856489897,3.802069902,3206370,179729187.9
1216,Litecoin,LTC,8,26,2016,3.847349882,3.792370081,3.801919937,3.826380014,2392690,180931925.1
1217,Litecoin,LTC,8,27,2016,3.83059001,3.726540089,3.824939966,3.736769915,6505780,176747461.9
1218,Litecoin,LTC,8,28,2016,3.757110119,3.73168993,3.736079931,3.739830017,2380150,176944556.1
1219,Litecoin,LTC,8,29,2016,3.785830021,3.737659931,3.737659931,3.759520054,2610000,177935747.9
1220,Litecoin,LTC,8,30,2016,3.823790073,3.753309965,3.767519951,3.804059982,2315030,180094202.2
1221,Litecoin,LTC,8,31,2016,3.813570023,3.78105998,3.806070089,3.797440052,1678550,179838040.4
1222,Litecoin,LTC,9,1,2016,3.852260113,3.790450096,3.795629978,3.832010031,2241890,181532484.8
1223,Litecoin,LTC,9,2,2016,3.836800098,3.809190035,3.836750031,3.824569941,1984050,181233098.2
1224,Litecoin,LTC,9,3,2016,3.907239914,3.806849957,3.82701993,3.888750076,2484220,184333474.6
1225,Litecoin,LTC,9,4,2016,4.04031992,3.880789995,3.893100023,4.01444006,4834060,190349808.1
1226,Litecoin,LTC,9,5,2016,4.033559799,3.965840101,4.021540165,3.979190111,4245990,188734888.7
1227,Litecoin,LTC,9,6,2016,3.987289906,3.951920033,3.984240055,3.972359896,1699160,188465757.1
1228,Litecoin,LTC,9,7,2016,4.12653017,3.947849989,3.98913002,3.969880104,1988370,188401192.4
1229,Litecoin,LTC,9,8,2016,4.007110119,3.957149982,3.969449997,3.988339901,2425520,189337883.5
1230,Litecoin,LTC,9,9,2016,3.986040115,3.959350109,3.983710051,3.969990015,1450080,188523825.2
1231,Litecoin,LTC,9,10,2016,3.97796011,3.956720114,3.972219944,3.968980074,661652,188536390.1
1232,Litecoin,LTC,9,11,2016,3.993510008,3.853499889,3.96852994,3.855449915,2100480,183200108.7
1233,Litecoin,LTC,9,12,2016,3.870340109,3.791079998,3.870340109,3.823189974,2454330,181721780.6
1234,Litecoin,LTC,9,13,2016,3.849499941,3.809520006,3.831799984,3.82171011,2219650,181702836
1235,Litecoin,LTC,9,14,2016,3.847270012,3.818809986,3.818809986,3.832159996,1322330,182256300.4
1236,Litecoin,LTC,9,15,2016,3.843389988,3.801700115,3.830049992,3.811919928,1793220,181347917.1
